gene_id,CM_D0_R1,CM_D0_R2,CM_D18_R1,CM_D18_R2,CM_D3_R1,CM_D3_R2
MSTRG.34043|H2BC5,10750,8038,1847,4072,2390,5730
MSTRG.34044|ENSG00000283064,13,11,45,67,21,21
MSTRG.34045|LARP1P1,9,0,1,0,1,0
MSTRG.34046|H2BC6,10713,7025,1231,2013,2000,4128
MSTRG.34047|H4C4,10731,8216,2177,4047,2927,6998
MSTRG.34049|ENSG00000282988,2491,944,432,207,331,52
MSTRG.34049|H3C4,2371,2518,1028,2455,1525,4320
MSTRG.34049|H2AC7,4007,6005,552,1209,1064,2530
MSTRG.34050|H2BC7,3561,3536,563,1096,1027,2011
MSTRG.34051|ENSG00000217275,24,33,2,24,10,18
MSTRG.34052|H4C5,8483,11208,2685,5668,2911,7001
MSTRG.34053|H2BC8,11323,8654,1862,3254,3299,5886
MSTRG.34054|H2AC8,10193,11840,2046,4341,2864,5763
MSTRG.34056|H3C6,12580,161,2619,1949,1088,7317
MSTRG.34057|H2AC9P,1,3,0,0,6,6
MSTRG.34058|H1-3,17872,14227,1098,3612,3343,9489
MSTRG.34059|H4C6,9124,10609,701,1113,2298,5377
MSTRG.34061|H3C7,8033,9461,1472,2558,2532,6458
MSTRG.34062|H2BC9,12490,3780,2043,3378,4192,7174
MSTRG.34063,40,19,16,23,47,48
MSTRG.34064|H3C8,7346,10849,1468,1960,2403,4592
MSTRG.34065|ENSG00000290789,27,22,9,0,59,54
MSTRG.34065|H2AC10P,29,16,6,2,6,6
MSTRG.34066|H2BC10,9126,5503,1141,1494,2935,4118
MSTRG.34067|H4C8,12484,10449,2372,3856,2796,6498
MSTRG.34068|ENSG00000289447,25,10,24,113,68,366
MSTRG.34069|H3C9P,27,30,10,15,14,13
MSTRG.34072,194,230,161,295,63,114
MSTRG.34075,4,4,1,1,14,5
MSTRG.34076,213,201,389,343,474,366
MSTRG.34077,6,8,4,17,2,8
MSTRG.34079,2,7,2,24,0,3
MSTRG.34080|BTN2A1,427,609,291,512,343,544
MSTRG.34081|ENSG00000290055,2,2,3,6,3,2
MSTRG.34085|HCG11,1156,2351,469,1728,845,1813
MSTRG.34086,31,31,23,10,24,34
MSTRG.34087,1754,2109,773,2134,559,2038
MSTRG.34087|HMGN4,1925,1856,800,200,805,1687
MSTRG.33972,19,6,6,2,15,18
MSTRG.33973,26,6,12,2,43,9
MSTRG.34001,733,318,39,96,374,238
MSTRG.34002,13,29,0,0,6,4
MSTRG.34005|PRSS16,512,810,163,221,272,362
MSTRG.34005,54,343,0,146,30,121
MSTRG.34003|POM121L2,0,21,2,19,0,0
MSTRG.34004,40,22,6,2,10,10
ENSG00000222800.1|RNU2-62P,0,0,0,0,0,0
ENSG00000272468.1|ENSG00000272468,14,10,5,9,5,0
MSTRG.33985|H2BC11,8205,9416,1452,2392,2661,5197
MSTRG.33985,12,11,0,0,10,0
MSTRG.33984|H2AC11,9782,11364,2349,3169,3300,6773
MSTRG.33986,84,51,26,71,34,67
MSTRG.33987,895,726,703,1289,4258,509
MSTRG.33987|ENSG00000290032,5,1,14,1,1,1
MSTRG.33988|H4C9,10160,13635,943,1852,2143,6429
MSTRG.33987|H2BC12,12680,17666,2209,2974,303,7925
MSTRG.33989|H2AC12,9035,5263,1434,1987,2534,4200
MSTRG.33990|MIR3143,5,2,1,0,10,1
MSTRG.33998,126,67,29,28,40,25
MSTRG.33999,4,7,0,0,9,49
MSTRG.34000|ENSG00000290009,40,54,13,23,21,85
ENSG00000174572.3|RPL10P2,2,0,3,0,0,2
ENSG00000237154.2|MCFD2P1,1,4,1,3,1,0
MSTRG.34006|ENSG00000291112,138,586,431,1421,182,1298
MSTRG.34007|ZNF391,246,1250,368,545,383,999
MSTRG.34006|ZNF204P,34,18,21,30,10,27
MSTRG.34007,449,374,25,265,25,51
MSTRG.34008|ENSG00000271755,13,50,45,83,5,40
MSTRG.34010|ZNF184,622,649,484,729,623,728
MSTRG.34011|ENSG00000285849,2,9,15,11,10,26
MSTRG.34012|ENSG00000286652,0,8,13,15,0,15
MSTRG.34013|ENSG00000285703,0,5,0,0,6,0
MSTRG.34015|ENSG00000278332,0,0,0,0,0,0
MSTRG.34016|ENSG00000270666,0,2,0,2,0,0
MSTRG.34014,43,18,24,8,19,25
MSTRG.34017,2,0,8,0,22,0
MSTRG.34018,0,13,0,0,14,9
MSTRG.34019,23,5,5,0,0,3
MSTRG.34020,1281,823,539,258,740,571
MSTRG.34030|LINC01012,302,584,303,297,284,491
MSTRG.34030,5,65,0,0,32,6
MSTRG.34026|ENSG00000287252,14,99,25,121,69,215
ENSG00000218069.2|RSL24D1P1,2,0,0,1,0,0
MSTRG.34021,86,67,19,9,40,47
ENSG00000168126.3|OR2W6P,3,2,0,0,2,0
ENSG00000124657.1|OR2B6,4,2,4,0,22,0
ENSG00000217539.2|IQCB2P,2,0,0,0,0,0
MSTRG.34098|ZSCAN16-AS1,114,148,198,264,171,235
MSTRG.34099|U3,0,0,0,0,0,0
MSTRG.34101|OR2B7P,0,0,2,2,2,0
MSTRG.34102|OR2B8P,0,6,20,0,4,0
MSTRG.34103|OR1F12P,0,3,14,12,11,6
MSTRG.34107|ZSCAN16,119,113,11,47,43,0
MSTRG.34107|ENSG00000290891,0,0,10,0,3,0
MSTRG.34100|OR2W2P,2,0,6,0,4,0
MSTRG.34104|ENSG00000272009,1,4,8,9,6,16
MSTRG.34105|ZNF165,690,541,59,147,103,289
MSTRG.34106,28,0,4,22,33,0
MSTRG.34106|ENSG00000291008,99,60,0,1,0,28
MSTRG.34106|ZSCAN12P1,8,33,14,0,15,1
MSTRG.34107|ZNF602P,5,6,14,28,7,19
MSTRG.34107,391,264,602,348,476,328
MSTRG.34108|ENSG00000261839,3,10,29,56,27,26
ENSG00000280107.1|ENSG00000280107,2,7,77,40,4,6
MSTRG.34111|ZKSCAN8,2011,2716,146,2862,1832,1957
MSTRG.34111,1672,1432,5280,3080,1363,3120
MSTRG.34111|ZKSCAN8P1,0,0,0,0,0,0
MSTRG.34109|TOB2P1,69,83,17,54,40,94
MSTRG.34113|ZSCAN9,416,549,242,490,239,538
MSTRG.34113,569,299,550,420,556,960
MSTRG.34112|ZKSCAN4,387,464,359,545,303,500
MSTRG.34089|H2BC15,3924,3701,765,1526,969,2619
ENSG00000217646.1|H2BC16P,0,4,0,5,1,5
MSTRG.34096|H3C12,4346,3509,442,3153,1108,7355
ENSG00000168131.4|OR2B2,0,0,2,0,0,0
MSTRG.34022|H4C10P,2,3,5,0,2,11
MSTRG.34023|H2BC13,6397,5842,847,1302,1738,3387
MSTRG.34024|H2AC13,10297,13384,1358,2415,3005,5805
MSTRG.34027|H3C10,8851,11573,1326,1950,2289,4594
MSTRG.34028|H2AC14,7811,6649,1087,1684,2560,4868
MSTRG.34029|H2BC14,4490,2310,371,493,1029,1625
MSTRG.34032|H4C11,9054,13782,1415,2580,3029,6816
MSTRG.34031,29,19,10,32,8,12
MSTRG.34033|H4C12,10251,15339,1628,2913,3427,7815
MSTRG.34034,30,26,39,42,53,28
MSTRG.34088|H2AC15,1805,809,456,425,724,767
MSTRG.34090,13,7,2,0,14,33
MSTRG.34091,3,6,2,6,0,16
MSTRG.34092|H2AC16,4298,4460,319,394,936,1720
MSTRG.34093|H1-5,22792,19871,2876,4872,5699,11283
MSTRG.34094|H3C11,7899,11210,745,1082,1885,4660
MSTRG.34095|H4C13,3852,909,368,638,837,1730
MSTRG.34096|H2AC17,9493,11072,1744,381,2914,787
MSTRG.34097|H2BC17,9371,6440,1265,1624,2688,4600
ENSG00000238610.1|RNU7-26P,3,0,0,0,1,2
MSTRG.34116|ENSG00000276302,0,0,0,0,0,0
MSTRG.34116|ZSCAN26,464,560,454,795,233,617
MSTRG.34114,0,2,4,20,7,2
MSTRG.34115,0,0,0,16,0,0
ENSG00000270326.1|SMIM15P2,0,2,0,0,0,0
MSTRG.34118|ZSCAN31,298,470,190,273,181,276
MSTRG.34119|ENSG00000289467,0,3,3,3,5,4
MSTRG.34121,0,1,0,16,0,0
MSTRG.34122|ZKSCAN3,298,951,429,825,183,574
MSTRG.34116,382,697,919,861,805,2003
MSTRG.34116|PGBD1,422,264,43,56,101,161
ENSG00000273712.1|ENSG00000273712,3,0,4,8,0,4
MSTRG.34120|ENSG00000290051,8,9,18,6,10,40
MSTRG.34122,585,181,490,414,406,268
ENSG00000231162.4|COX11P1,1,0,5,9,1,1
MSTRG.34124|RNU2-45P,0,0,1,0,0,0
MSTRG.34125,0,0,6,24,0,0
MSTRG.34117,1049,1078,439,787,556,845
MSTRG.34117|ZSCAN12,1272,894,904,712,695,1122
MSTRG.34126,950,1213,1096,1591,588,878
MSTRG.34126|ZSCAN23,69,95,272,124,96,178
ENSG00000286819.2|ENSG00000286819,12,58,13,23,30,77
ENSG00000287804.3|ENSG00000287804,18,32,24,31,8,28
ENSG00000198704.10|GPX6,0,0,0,0,0,6
ENSG00000224586.7|GPX5,3,0,0,17,0,0
MSTRG.34123,21,12,4,21,23,28
MSTRG.34132|SCAND3,324,489,333,756,406,584
MSTRG.34133|ZBED9-AS1,64,61,75,29,0,60
ENSG00000287279.1|ENSG00000287279,9,6,36,16,10,0
ENSG00000235570.1|LINC00533,0,0,0,0,0,0
ENSG00000237425.1|RPSAP2,1,0,0,1,0,0
MSTRG.34127,25,2,0,0,7,0
MSTRG.34129,2,0,0,0,16,19
MSTRG.34130,36,13,4,0,8,28
MSTRG.34131,5,0,0,0,0,95
ENSG00000235559.1|NOP56P1,9,3,3,1,4,3
MSTRG.34135|ENSG00000225173,68,87,25,18,6,19
ENSG00000225595.2|LINC01623,0,12,2,8,0,0
ENSG00000213916.2|RPL13P,1,0,0,0,0,0
ENSG00000224157.1|HCG14,0,3,6,8,12,6
MSTRG.34134,19,19,9,1,4,0
MSTRG.34137|TRIM27,5051,3758,2560,2975,1794,3732
MSTRG.34137,88,62,301,63,872,361
MSTRG.34138|RNU6-930P,4,8,8,10,21,8
MSTRG.34136|RN7SL471P,14,40,0,0,1,41
MSTRG.34139,83,92,26,44,25,85
MSTRG.34139|HCG15,3,11,13,7,1,16
MSTRG.34139|ENSG00000244349,1,0,0,1,3,10
MSTRG.34140|ZNF311,4,10,6,16,8,12
ENSG00000228364.1|SAR1AP1,2,0,0,0,0,5
ENSG00000227206.1|ENSG00000227206,0,0,0,0,0,0
ENSG00000243729.5|OR5V1,0,0,0,0,0,0
ENSG00000112462.8|OR12D3,0,0,0,0,0,0
ENSG00000280236.3|OR12D2,4,0,4,0,0,0
ENSG00000251608.2|OR12D1,0,0,0,0,0,0
ENSG00000204694.13|OR11A1,0,0,0,0,0,0
ENSG00000206474.8|OR10C1,0,0,0,0,0,0
ENSG00000277881.1|ENSG00000277881,0,0,0,0,0,0
MSTRG.34141|SUMO2P1,445,341,88,234,180,316
ENSG00000204655.12|MOG,12,6,48,49,0,7
MSTRG.34142|ZFP57,20,18,50,62,0,35
MSTRG.34142,0,0,0,19,0,4
ENSG00000233916.1|ZDHHC20P1,2,4,0,5,0,0
MSTRG.34143|OR2I1P,0,0,76,12,0,0
MSTRG.34144|UBD,0,0,35,0,0,0
MSTRG.34144|GABBR1,888,100,569,912,65,551
MSTRG.34147|SNORD32B,0,0,0,0,0,0
MSTRG.34150,0,0,11,21,0,9
MSTRG.34144,2466,1942,5118,4130,1711,3227
MSTRG.34145|OR2H5P,1,1,3,1,11,0
MSTRG.34146|TMEM183AP1,6,1,4,0,0,0
MSTRG.34148|RPL13AP,6,0,7,4,7,0
MSTRG.34149|OR2H2,35,16,122,48,20,69
MSTRG.34151,3,1,15,26,17,2
ENSG00000288805.1|ENSG00000288805,0,0,0,0,0,0
ENSG00000229068.1|TMPOP1,0,0,0,0,0,0
ENSG00000224936.1|SUCLA2P1,7,4,1,0,0,1
MSTRG.34157|RANP1,906,701,147,243,227,480
MSTRG.34194|HLA-E,1331,2691,505,2228,531,2675
MSTRG.34193,2,2,0,0,1,17
ENSG00000235781.1|LINC02569,9,8,4,12,7,18
MSTRG.34158|HLA-F,43,52,12,22,10,46
MSTRG.34158,1498,5247,554,1298,1200,3535
MSTRG.34160|MICE,0,0,0,0,0,0
MSTRG.34166|ENSG00000270896,0,0,0,0,0,0
MSTRG.34167|HLA-V,68,125,3,6,0,31
MSTRG.34169|HLA-P,0,2,0,0,1,0
MSTRG.34170|RPL7AP7,0,2,0,0,0,0
MSTRG.34171|MICG,0,0,0,0,0,0
MSTRG.34172|HLA-G,69,148,5,36,10,47
MSTRG.34173|HCG4P8,0,2,0,0,0,0
MSTRG.34175|HCP5B,0,4,2,0,0,12
MSTRG.34177|HLA-T,0,1,2,1,1,3
MSTRG.34178|DDX39BP1,0,0,1,0,0,0
MSTRG.34179|MCCD1P1,0,0,2,0,0,0
MSTRG.34158|HLA-A,3728,3613,287,944,463,2741
MSTRG.34184|MICD,0,0,14,0,0,0
MSTRG.34186|POLR1HASP,414,1158,826,666,453,585
MSTRG.34185|HCG9,1,1,5,0,0,0
MSTRG.34187|DDX39BP2,0,0,0,0,0,0
MSTRG.34188|MCCD1P2,0,0,0,0,0,0
MSTRG.34158|ENSG00000290574,13,43,24,2,9,5
MSTRG.34158|HLA-J,0,2,4,0,0,6
MSTRG.34190|ENSG00000278104,0,0,0,0,0,0
MSTRG.34191|ENSG00000275856,0,0,0,0,0,0
MSTRG.34192|POLR1H,620,900,203,432,151,574
MSTRG.34152|PPP1R11,1137,1379,606,1098,567,1052
ENSG00000204616.11|TRIM31,5,26,0,0,0,7
ENSG00000231226.1|TRIM31-AS1,0,0,0,0,0,0
ENSG00000252228.1|ENSG00000252228,0,0,0,0,0,0
ENSG00000204614.9|TRIM40,0,0,0,0,0,0
ENSG00000204613.11|TRIM10,0,6,0,0,0,0
ENSG00000204610.14|TRIM15,0,14,0,0,0,0
MSTRG.34154|TRIM26,931,1210,432,753,639,287
MSTRG.34199|TRIM26BP,0,0,6,5,0,0
MSTRG.34200|HLA-L,87,310,153,89,38,203
MSTRG.34200,55,7,3,0,16,104
MSTRG.34198|HCG18,1276,1434,855,551,832,648
MSTRG.34201|TRIM39,1194,850,285,258,753,1227
MSTRG.34201,177,149,120,357,34,0
MSTRG.34201|TRIM39-RPP21,0,0,0,0,0,0
MSTRG.34201|RPP21,837,749,338,437,368,620
MSTRG.34159|ENSG00000225864,4,1,0,1,2,4
MSTRG.34160|HLA-F-AS1,128,133,11,17,35,105
MSTRG.34160|RPL23AP1,9,6,4,0,1,3
MSTRG.34160,574,721,94,76,94,315
MSTRG.34161|HCG9P5,2,3,0,0,0,0
MSTRG.34162|Y_RNA,1,0,0,0,0,0
MSTRG.34163|IFITM4P,12,15,2,0,0,19
MSTRG.34164|ENSG00000272236,3,10,0,5,0,6
MSTRG.34165|ENSG00000285761,22,42,4,8,10,15
MSTRG.34168|HCG4,104,221,3,42,13,25
MSTRG.34174|ENSG00000290870,24,116,13,42,12,64
MSTRG.34174|ENSG00000285799,1,0,0,0,0,0
MSTRG.34176|ENSG00000230521,14,40,3,5,5,15
MSTRG.34158|HLA-H,492,776,81,225,178,579
MSTRG.34180|HCG4B,0,1,9,0,0,0
MSTRG.34158|HLA-K,4,4,2,7,2,16
MSTRG.34181|HLA-U,1,4,0,0,0,0
MSTRG.34182|ENSG00000227766,60,121,6,21,12,110
MSTRG.34183|HLA-W,3,5,4,2,0,2
MSTRG.34186,129,209,37,95,0,89
MSTRG.34186|ENSG00000237669,7,8,2,1,8,8
MSTRG.34189|ETF1P1,5,13,2,0,0,0
MSTRG.34192|ENSG00000278773,1,1,1,1,0,1
MSTRG.34153|RNF39,88,97,19,44,7,62
MSTRG.34154,843,340,517,558,410,681
MSTRG.34155|PAIP1P1,19,11,45,11,21,31
MSTRG.34156,84,30,115,78,211,88
MSTRG.34198|HCG17,8,0,37,15,25,25
MSTRG.34198,1724,1168,2728,2229,1546,2705
MSTRG.34198|ENSG00000280128,3,28,22,149,4,4
MSTRG.34202,17,2,7,1,13,3
MSTRG.34197,0,18,13,31,16,24
MSTRG.34206|ABCF1,6789,5360,1498,2736,2070,3123
MSTRG.34206|MIR877,0,0,5,0,3,3
MSTRG.34203|PPP1R10,1519,1422,91,1166,506,567
MSTRG.34204|MRPS18B,1686,1981,452,1207,464,1001
MSTRG.34195|GNL1,2878,2158,835,1614,1151,2599
MSTRG.34195,48,57,169,95,83,153
MSTRG.34196|PRR3,522,1122,741,855,480,878
MSTRG.34205|ENSG00000290047,4,2,6,9,3,15
MSTRG.34206,7,22,0,23,17,6
MSTRG.34203,2089,1792,5290,3855,6665,8533
MSTRG.34216|LINC00243,28,9,3,2,7,14
MSTRG.34217,5,0,2,0,25,0
MSTRG.34218|LINC02570,22,10,0,0,0,0
MSTRG.34218,1502,871,0,0,42,74
ENSG00000204544.5|MUC21,2,0,0,0,0,0
MSTRG.34228|DDR1,753,1204,1963,4816,2206,2975
MSTRG.34228,10405,8877,1050,3983,2560,5837
MSTRG.34228|MIR4640,1,1,1,1,1,1
MSTRG.34209|ATAT1,225,220,560,686,504,555
MSTRG.34209|C6orf136,98,51,252,123,35,213
MSTRG.34211,27,32,355,1469,175,557
MSTRG.34211|DHX16,1784,2026,690,185,1047,1077
MSTRG.34207|PPP1R18,1640,1202,857,1764,1433,3084
MSTRG.34208|NRM,946,961,311,524,385,1073
MSTRG.34213|MDC1-AS1,0,0,0,0,0,3
MSTRG.34214|TUBB,99083,69426,20276,41810,37109,54006
MSTRG.34219|FLOT1,3772,5671,2698,4023,2031,3949
MSTRG.34224|RN7SL353P,0,0,0,0,0,0
MSTRG.34223|HCG20,7,7,30,30,4,1
MSTRG.34209,656,816,906,824,807,916
MSTRG.34210|PTMAP1,4,1,15,6,4,9
ENSG00000230449.1|RPL7P4,2,2,5,4,4,2
MSTRG.34212|MDC1,2836,1418,884,478,570,1434
MSTRG.34212,2419,4033,939,2082,2257,3117
MSTRG.34215|ENSG00000272540,13,12,49,6,59,67
MSTRG.34220|Y_RNA,1,2,6,7,7,9
MSTRG.34221|IER3-AS1,18,21,8,52,79,189
MSTRG.34222|IER3,412,1018,186,277,7321,12670
MSTRG.34229|GTF2H4,60,84,106,73,249,180
MSTRG.34229|VARS2,472,608,368,703,299,244
ENSG00000196260.5|SFTA2,0,0,0,6,0,0
ENSG00000252761.1|Y_RNA,0,0,0,0,0,0
ENSG00000168631.14|MUCL3,0,11,0,0,0,6
ENSG00000233529.1|HCG21,0,0,0,0,0,0
MSTRG.34229,2744,3009,2210,1724,781,2611
MSTRG.34229|ENSG00000288473,8,0,6,18,47,37
ENSG00000206344.8|HCG27,23,81,46,77,16,6
ENSG00000271821.1|ENSG00000271821,0,0,0,0,0,0
ENSG00000272501.1|ENSG00000272501,21,95,53,65,12,31
MSTRG.34225|PSORS1C1,8,4,0,0,0,0
MSTRG.34226|CDSN,0,0,0,0,0,0
ENSG00000238211.1|POLR2LP1,0,0,0,0,0,0
MSTRG.34230|CCHCR1,769,2096,215,483,498,1120
MSTRG.34231|TCF19,1462,1718,271,214,641,815
MSTRG.34232|POU5F1,67509,96328,18,485,10171,41320
MSTRG.34227|PSORS1C2,22,9,0,0,0,0
MSTRG.34227,19,13,0,0,0,0
MSTRG.34230,509,740,221,333,147,643
MSTRG.34232,1202,4107,0,0,851,3126
MSTRG.34233|PSORS1C3,10,13,2,0,1,2
MSTRG.34334|C4B,13,32,182,145,38,125
MSTRG.34335|C4B-AS1,0,0,13,3,0,9
MSTRG.34336|CYP21A2,0,5,6,12,3,8
MSTRG.34337|TNXB,335,688,144,399,77,539
MSTRG.34339|RNA5SP206,0,0,0,0,0,0
MSTRG.34337|ENSG00000284829,0,0,0,0,0,0
MSTRG.34337|ATF6B,820,1234,1089,1970,577,1329
MSTRG.34289|PRRT1,45,86,66,91,30,91
MSTRG.34289|ENSG00000285085,0,14,12,6,3,3
MSTRG.34289|ENSG00000284954,36,67,14,17,24,49
MSTRG.34290|PPT2,504,458,399,864,533,714
MSTRG.34290|PPT2-EGFL8,449,444,445,392,548,659
MSTRG.34290|EGFL8,1,8,73,17,63,116
MSTRG.34291|AGPAT1,4220,4274,1747,3191,2442,3999
MSTRG.34338,3,4,17,0,0,6
MSTRG.34337,15,27,101,55,54,172
MSTRG.34340|ENSG00000286974,18,7,58,12,14,34
MSTRG.34283|FKBPL,273,246,106,122,192,260
MSTRG.34290,626,1026,1545,799,2191,1907
MSTRG.34291|MIR6721,4,1,4,5,2,1
ENSG00000204287.14|HLA-DRA,39,57,0,0,6,28
MSTRG.34292|TSBP1-AS1,196,171,49,98,54,160
MSTRG.34293|TSBP1,14,0,12,7,0,0
MSTRG.34295|RNU6-603P,0,0,0,0,0,0
MSTRG.34296|BTNL2,15,13,0,12,4,0
MSTRG.34292,12,3,1,33,0,0
MSTRG.34294|HNRNPA1P2,3,6,13,1,1,5
MSTRG.34287|MIR6833,0,2,0,3,2,2
MSTRG.34288|AGER,9,47,46,47,36,8
MSTRG.34288|ENSG00000273333,0,0,0,0,0,0
MSTRG.34284|GPSM3,102,274,70,106,67,542
MSTRG.34285,0,3,7,3,12,40
MSTRG.34284|NOTCH4,110,113,107,348,58,128
MSTRG.34286,0,0,4,16,0,0
MSTRG.34287|RNF5,2738,2556,1191,2262,1315,2716
MSTRG.34288,2172,100,4545,729,887,11062
MSTRG.34288|PBX2,6201,9047,1630,12258,9231,6447
MSTRG.34284,60,26,6,115,63,162
ENSG00000198502.6|HLA-DRB5,0,18,0,2,0,0
ENSG00000251916.1|RNU1-61P,0,0,0,0,0,0
ENSG00000290878.1|HLA-DRB6,0,0,0,0,0,0
ENSG00000229391.8|HLA-DRB6,0,0,0,0,0,0
MSTRG.34297|HLA-DRB1,180,489,47,256,267,675
MSTRG.34298|HLA-DQA1,9,56,4,17,224,345
MSTRG.34299|HLA-DQB1,236,654,40,146,938,5566
MSTRG.34300|HLA-DQB1-AS1,3,13,0,0,27,161
ENSG00000237541.4|HLA-DQA2,0,0,0,0,0,0
ENSG00000232629.9|HLA-DQB2,0,0,0,0,0,0
MSTRG.34301|HLA-DOB,6,13,0,0,0,0
MSTRG.34301|ENSG00000250264,0,0,0,0,0,0
MSTRG.34301|TAP2,1198,1142,130,331,58,484
MSTRG.34305|PSMB8,450,1067,0,28,0,307
MSTRG.34306|PSMB8-AS1,27,34,0,6,3,21
MSTRG.34306|PSMB9,29,61,11,16,0,0
MSTRG.34307|TAP1,742,1068,49,282,28,331
MSTRG.34306,0,0,0,34,0,0
MSTRG.34302|ENSG00000289559,9,40,24,24,30,58
MSTRG.34303|ENSG00000289047,1166,1536,554,1069,471,903
MSTRG.34304|HLA-Z,1,1,0,1,0,4
MSTRG.34315|HLA-DMB,49,164,5,18,0,18
MSTRG.34315|ENSG00000248993,0,0,0,0,0,0
MSTRG.34315|HLA-DMA,99,158,20,29,55,269
MSTRG.34315,40,78,17,80,14,64
MSTRG.34316,0,4,3,0,14,2
MSTRG.34317,801,1118,256,1739,738,187
MSTRG.34317|BRD2,7872,7279,5396,6832,6563,9574
MSTRG.34318|ENSG00000263756,0,0,0,0,0,0
MSTRG.34317|ENSG00000223837,7,61,16,28,40,75
MSTRG.34308|HLA-DOA,1471,2341,48,278,165,1340
MSTRG.34308,255,384,0,0,0,141
MSTRG.34309|HLA-DPA1,135,166,4,26,14,75
MSTRG.34310|HLA-DPB1,24,220,66,80,133,77
MSTRG.34311|RPL32P1,0,0,0,0,0,0
MSTRG.34310,351,315,0,0,0,317
ENSG00000230313.1|HCG24,9,37,0,0,0,2
MSTRG.34312|ENSG00000291111,324,394,6,11,6,102
MSTRG.34312|HLA-DPB2,13,14,8,0,0,8
MSTRG.34312,419,777,11,34,6,92
MSTRG.34313,904,1294,25,8,27,105
MSTRG.34314|HLA-DPA3,3,3,0,0,0,0
MSTRG.34319|COL11A2,24,96,415,752,17,178
MSTRG.34319,0,2,19,336,0,0
ENSG00000255726.1|ENSG00000255726,0,0,0,0,0,0
ENSG00000255899.1|ENSG00000255899,0,0,0,0,0,0
MSTRG.34238|HLA-C,1228,3087,131,858,456,1757
MSTRG.34239|ENSG00000288813,0,2,0,0,0,2
MSTRG.34242|WASF5P,0,0,0,0,0,0
MSTRG.34243|LINC02571,0,0,0,0,0,0
MSTRG.34244|ENSG00000229836,0,0,0,0,0,0
MSTRG.34245,0,1,0,3,10,5
MSTRG.34238|HLA-B,1163,3812,166,1586,511,1834
MSTRG.34238|MIR6891,0,0,0,0,0,0
MSTRG.34246|ENSG00000271581,0,0,0,0,0,4
MSTRG.34238|DHFRP2,0,5,0,1,1,0
MSTRG.34248|RNU6-283P,0,0,0,0,0,0
MSTRG.34249|FGFR3P1,0,0,0,0,0,0
MSTRG.34250|ZDHHC20P2,0,0,0,0,0,0
MSTRG.34251|HLA-S,0,0,0,0,0,0
MSTRG.34234|MICA,228,245,113,211,190,238
MSTRG.34234|ENSG00000288587,0,0,0,0,0,0
MSTRG.34234,28,42,43,77,84,116
MSTRG.34235|Y_RNA,0,0,0,1,0,0
MSTRG.34236|LINC01149,0,0,0,0,0,0
MSTRG.34237|ENSG00000233902,0,0,0,0,0,0
MSTRG.34234|HCP5,101,214,17,59,22,125
MSTRG.34253|MICB-DT,5,34,0,0,12,3
MSTRG.34254|MICB,846,1136,0,12,418,345
MSTRG.34255|Y_RNA,0,0,0,0,0,0
ENSG00000256851.1|ENSG00000256851,0,0,0,0,0,0
ENSG00000219797.2|PPIAP9,0,0,0,0,0,0
ENSG00000225499.1|RPL15P4,0,0,3,0,2,0
MSTRG.34258|MCCD1,0,0,23,8,11,9
MSTRG.34259|ATP6V1G2-DDX39B,0,0,0,0,0,0
MSTRG.34259,6118,5056,3919,3735,3234,4339
MSTRG.34259|DDX39B,13622,12186,11867,12349,9119,18103
MSTRG.34260|DDX39B-AS1,0,8,10,0,0,14
MSTRG.34259|ATP6V1G2,84,92,173,278,84,69
MSTRG.34261|NFKBIL1,356,759,175,638,230,504
ENSG00000289406.1|ENSG00000289406,0,6,20,23,19,16
ENSG00000226979.9|LTA,0,0,0,0,0,0
ENSG00000232810.5|TNF,0,0,0,0,0,0
ENSG00000227507.3|LTB,0,123,15,34,5,22
ENSG00000204482.11|LST1,0,6,0,24,0,0
ENSG00000204475.10|NCR3,0,0,0,0,0,0
MSTRG.34256|UQCRHP1,0,5,0,16,0,1
MSTRG.34257|AIF1,136,493,0,12,35,203
MSTRG.34262|PRRC2A,20204,20989,4936,7690,7362,15254
MSTRG.34262,8255,10955,2874,7931,3401,8071
MSTRG.34262|MIR6832,0,0,9,4,8,6
MSTRG.34264|BAG6,4917,880,1139,4644,3502,5820
MSTRG.34265|APOM,46,86,24,30,22,57
MSTRG.34265|C6orf47-AS1,0,0,0,0,0,0
MSTRG.34268,0,30,0,94,0,0
MSTRG.34268|GPANK1,679,660,244,516,309,781
MSTRG.34270|CSNK2B,3387,2381,865,2157,1329,2952
MSTRG.34270|ENSG00000263020,245,209,1,0,256,1
MSTRG.34270|LY6G5B,35,11,38,33,146,146
ENSG00000204428.12|LY6G5C,12,52,43,26,92,91
MSTRG.34271|ABHD16A,960,1065,1059,1356,1985,1325
MSTRG.34271|MIR4646,0,0,7,4,4,9
MSTRG.34272|LY6G6F,0,0,0,0,13,0
MSTRG.34272|LY6G6F-LY6G6D,0,0,0,0,27,52
MSTRG.34271|LY6G6E,0,0,0,5,21,28
MSTRG.34272,0,0,0,0,13,0
MSTRG.34272|LY6G6D,6,5,7,0,5,5
ENSG00000204420.10|MPIG6B,6,15,42,27,50,36
ENSG00000204421.3|LY6G6C,0,0,2,10,0,0
MSTRG.34277|DDAH2,2073,2043,1666,3551,3770,3644
MSTRG.34277|CLIC1,8076,7892,2170,5586,3812,7133
MSTRG.34278|MSH5,19,467,153,94,124,179
